,comment_id,season,match_id,match_name,home_team,away_team,current_innings,innings_id,over,ball,runs,shortText,isBoundary,isWide,isNoball,batsman1_id,batsman1_name,batsman1_runs,batsman1_balls,bowler1_id,bowler1_name,bowler1_overs,bowler1_maidens,bowler1_runs,bowler1_wkts,batsman2_id,batsman2_name,batsman2_runs,batsman2_balls,bowler2_id,bowler2_name,bowler2_overs,bowler2_maidens,bowler2_runs,bowler2_wkts,wicket_id,wkt_batsman_name,wkt_bowler_name,wkt_batsman_runs,wkt_batsman_balls,wkt_text,isRetiredHurt,text,preText,postText
231,217040,2023.0,1359475,GT v CSK,GT,CSK,GT,2,18,4,6,"Hangargekar to Shankar, SIX",True,False,False,477021,Vijay Shankar,27.0,19.0,1175429.0,Rajvardhan Hangargekar,3.4,0.0,36.0,2.0,423838.0,Rahul Tewatia,4.0,9.0,447261.0,Deepak Chahar,3.0,0.0,18.0,0.0,,,,,,,False,"that will relieve some nerves in the dugout. Shankar is probably expecting a short ball, moves back and across early early, and pulls this from outside off to clear midwicket",,
232,217050,2023.0,1359475,GT v CSK,GT,CSK,GT,2,18,5,0,"Hangargekar to Shankar, no run",False,False,False,477021,Vijay Shankar,27.0,20.0,1175429.0,Rajvardhan Hangargekar,3.5,0.0,36.0,2.0,423838.0,Rahul Tewatia,4.0,9.0,447261.0,Deepak Chahar,3.0,0.0,18.0,0.0,,,,,,,False,"wide on the crease, wide full toss, not called, and they have reviewed it. This is usually a subjective call so I don't know how you can get it overturned. One thing I can objectively tell you is that Shankar has not shuffled across so the tram line should be a pretty fair indicator. And he is touch and go on that tram line. Probably has gone over the tram line. So the original decision has to stay",,
233,217060,2023.0,1359475,GT v CSK,GT,CSK,GT,2,18,6,0,"Hangargekar to Shankar, OUT",False,False,False,477021,Vijay Shankar,27.0,21.0,1175429.0,Rajvardhan Hangargekar,4.0,0.0,36.0,3.0,423838.0,Rahul Tewatia,4.0,9.0,447261.0,Deepak Chahar,3.0,0.0,18.0,0.0,477021.0,Vijay Shankar,Rajvardhan Hangargekar,27.0,21.0,V Shankar c Santner b Hangargekar 27 (21b 2x4 1x6) SR: 128.57,False,"big wicket. Looks like a slower ball. Shankar is looking to go in the air and down the ground. Gets the right length, right in the slot, but he seems to have bowled a slower ball. Shankar ends up toe-ending it for a catch half way between mid-off and long-off. CSK still alive",,"<p>Who bowls this over? Chahar, I eould say</p>"
234,218010,2023.0,1359475,GT v CSK,GT,CSK,GT,2,19,1,0,"Chahar to Tewatia, no run",False,False,False,423838,Rahul Tewatia,4.0,10.0,447261.0,Deepak Chahar,3.1,0.0,18.0,0.0,793463.0,Rashid Khan,0.0,0.0,1175429.0,Rajvardhan Hangargekar,4.0,0.0,36.0,3.0,,,,,,,False,Chahar it is. Around the wicket,,"<p>slower ball into the pitch, beats his attempt to cut</p>"
235,218020,2023.0,1359475,GT v CSK,GT,CSK,GT,2,19,2,4,"Chahar to Tewatia, 4 leg byes",False,False,False,423838,Rahul Tewatia,4.0,11.0,447261.0,Deepak Chahar,3.2,0.0,18.0,0.0,793463.0,Rashid Khan,0.0,0.0,1175429.0,Rajvardhan Hangargekar,4.0,0.0,36.0,3.0,,,,,,,False,"speared into the toes, Tewatia misses, but the ball kisses the pad, and squirts between the diving keeper and short fine. Dhoni might be cramping as he gets up after diving",,
236,218030,2023.0,1359475,GT v CSK,GT,CSK,GT,2,19,3,1,"Chahar to Tewatia, 1 run",False,False,False,423838,Rahul Tewatia,5.0,12.0,447261.0,Deepak Chahar,3.3,0.0,19.0,0.0,793463.0,Rashid Khan,0.0,0.0,1175429.0,Rajvardhan Hangargekar,4.0,0.0,36.0,3.0,,,,,,,False,"shortish, into the pitch, pulled to deep midwicket for one",,
237,218040,2023.0,1359475,GT v CSK,GT,CSK,GT,2,19,4,6,"Chahar to Rashid Khan, SIX",True,False,False,793463,Rashid Khan,6.0,1.0,447261.0,Deepak Chahar,3.4,0.0,25.0,0.0,423838.0,Rahul Tewatia,5.0,12.0,1175429.0,Rajvardhan Hangargekar,4.0,0.0,36.0,3.0,,,,,,,False,"what a njght for Rashid so far. Wickets early with the ball, and smacks the first ball he faces for a six. Slower ball, right in the slot, Rashid clears the front leg, and goes over midwicket",<p>Two a ball now. Rashid Khan is your new batter</p>,
238,218050,2023.0,1359475,GT v CSK,GT,CSK,GT,2,19,5,4,"Chahar to Rashid Khan, FOUR",True,False,False,793463,Rashid Khan,10.0,2.0,447261.0,Deepak Chahar,3.5,0.0,29.0,0.0,423838.0,Rahul Tewatia,5.0,12.0,1175429.0,Rajvardhan Hangargekar,4.0,0.0,36.0,3.0,,,,,,,False,"this might be the game. Chahar bowls on-pace this time, but shortish and widish with short third inside the circle. Rashid throws his bat at it, and gets enough bat on it to clear short third",,
239,218060,2023.0,1359475,GT v CSK,GT,CSK,GT,2,19,6,0,"Chahar to Rashid Khan, no run",False,False,False,793463,Rashid Khan,10.0,3.0,447261.0,Deepak Chahar,4.0,0.0,29.0,0.0,423838.0,Rahul Tewatia,5.0,12.0,1175429.0,Rajvardhan Hangargekar,4.0,0.0,36.0,3.0,,,,,,,False,"Rashid wants to end this one right here, right now. He jumps out of the crease, but is beaten by the slower bouncer",,
240,219020,2023.0,1359475,GT v CSK,GT,CSK,GT,2,20,1,6,"Deshpande to Tewatia, SIX",True,False,False,423838,Rahul Tewatia,11.0,13.0,822553.0,Tushar Deshpande,3.1,0.0,47.0,1.0,793463.0,Rashid Khan,10.0,3.0,447261.0,Deepak Chahar,4.0,0.0,29.0,0.0,,,,,,,False,"scores level. Tewatia has guessed correctly that Deshpande is going full and wide. He moves across, gets right behind it, finds the length right in the slot, and clears mid-off with ease",,
